央视频道,#genre#
阳泉新闻综合,http://110.42.52.180:6688/live/zb.php?token=ZY-ea26UbsYh5GV/R6ukPpVrtDUcB1dUkQG5OsQaWwQ4Gx17QtoTZ742GvhTBjtrP0RczMJ5mUxHShK&zy.m3u8
长治新闻综合,http://110.42.52.180:6688/live/zb.php?token=ZY-fb87qXIz28z1JvzRwmX9ER5uJV//JEz8EV9SovyntI8ygjeN0TwWbr0%2BUqKknj2IdKyyU0lx8Xpz&zy.m3u8
晋城新闻综合,http://110.42.52.180:6688/live/zb.php?token=ZY-68d4u5FlhzO462naR02x9rrrguvJSI/e4qn3bPDZmXgsueOcabdp2VKScqgXz07IhEXUnrRIeoy4&zy.m3u8
朔州新闻综合,http://110.42.52.180:6688/live/zb.php?token=ZY-8e806y3d5bcJQ%2BhbBsN/cYPw8YwbazIp6t0rFaX/Ap64NuGthMqhZLYMx5Y8Ba6GYwH7XOUD5OAR&zy.m3u8
晋中新闻综合,http://110.42.52.180:6688/live/zb.php?token=ZY-76b6Eb8A93DiBVWyNhi9A%2Be8G/6PO3zAzbe2fkjHGI4oFu7RCXD/l/UZDSMqH77PK16s59bVz1rX&zy.m3u8
运城新闻综合,http://110.42.52.180:6688/live/zb.php?token=ZY-3c7eFBc/xPmEJoNeJPIPRlL7yY1E3vsqPh2teo7H67Xdj15ayqTVyEJI6aJM2rxmZMYCXYnZkPGO&zy.m3u8
忻州新闻综合,http://110.42.52.180:6688/live/zb.php?token=ZY-e442caWVIW0d/7t8XymdUCjR6CaOCQGRDJcrCDC0xtCqTiEh9iQIwkurNUdnt4aB8m3fNMUDpw&zy.m3u8
临汾新闻综合,http://110.42.52.180:6688/live/zb.php?token=ZY-1257G9U/MgTGC5tE14Jd8Wu7Vqi2rcfy2osXCi%2BnIT%2BXPNBBshiog66d2LDSLg4Aq/vwrW5xG26d&zy.m3u8
吕梁新闻综合,http://110.42.52.180:6688/live/zb.php?token=ZY-f1ecMw2z9ZV%2BhK6xTCldwxZ19SyFmO6Bs8NNh7Bl6yreotKRKh0DInDsrThaYG8QuufrgE/%2BgHjH&zy.m3u8
太原经济生活,http://110.42.52.180:6688/live/zb.php?token=ZY-7f06WSoaBi0fPkgtuwkHdq66mF3v%2Bf3ZX8JygAi1l8sHY4lJ81TIp5QUBneB5M8prVbwHOY9IQ&zy.m3u8
太原社教法制,http://110.42.52.180:6688/live/zb.php?token=ZY-7eb4jJqIu1lSOyNKeSzbBnt1hzt9yeEfd5JOZyPyQ7oddo2iSGEyPvSreaTg4JlCJeKFviar6Q&zy.m3u8
太原影视,http://110.42.52.180:6688/live/zb.php?token=ZY-4ad1rFXRgqNhBwRga5wibrgQN7/Jgv6ybGIrdMbajSkdQax7O/W1ZDjo6p%2BBec1FSlxK26Qx/g&zy.m3u8
太原文体,http://110.42.52.180:6688/live/zb.php?token=ZY-7af7/Z5iSEghLNtpCRwzj4hk4YDV7OkT9ffC7Bb5lOHPvEgP8l%2BjbE%2Bpnamd84LRDXrWfL3dqg&zy.m3u8
太原佰乐购,http://110.42.52.180:6688/live/zb.php?token=ZY-6922XHbiWz6etcnsW4a9eP1mlpXdY%2BJWCFRsc8IF0mvexXBLcq0wCb8xbsOpo3iWvfKPV3iE&zy.m3u8
太原城市,http://110.42.52.180:6688/live/zb.php?token=ZY-5e57FdHmU9zNvzG80VW9x6EY5yDfjNMM1%2BvHg1B8JmrePpSGKdVgTmY1zAM0kyfOp2jl5sbdIg&zy.m3u8
太原教育,http://110.42.52.180:6688/live/zb.php?token=ZY-d5d69zuxxs3xJmrBuDqEEEFCLHNJPvgRSUos28pp%2BeqUqz45nsSAvjsqmoc4k3pIGmsyfW4PZw&zy.m3u8
大同新闻综合,http://110.42.52.180:6688/live/zb.php?token=ZY-853f0zT5rDjh3NG1ZYOQnejekSSfOAQ0jdL2HjZeg4AiosQ3%2B3lIShWamqS31DdaczR43lO9Rw&zy.m3u8
大同公共频道,http://110.42.52.180:6688/live/zb.php?token=ZY-2930m7CWJHLOEKjatrHfssumYldLgudEYU/V/6AneLElGIVbtuNx84bacIE9uRy7Oy5TZu2yhSg&zy.m3u8
大同煤都生活,http://110.42.52.180:6688/live/zb.php?token=ZY-792etmi1piND40J0N2N8zWYtKQVQHqfKpU/CafVhSYc9U%2B8vReTzxlJpy/f1FNwo/jG%2BF2NQyQ&zy.m3u8

陕西新闻资讯,http://110.42.52.180:6688/live/zb.php?token=ZY-7a32SfMWtiT3nTvCiQ15HRIFjT6VZ015Wf2XzcBKaELoYR09fUWRGAMr10b3i9GPwjGq55Y&zy.m3u8
陕西都市青春,http://110.42.52.180:6688/live/zb.php?token=ZY-cb44yPQ4C8AdpgCwvhqdvVU9j2HD1pGEulCjuqoFmOWLxdLrEG84lSeeKXWza0wc3YNw62k&zy.m3u8
银龄频道,http://110.42.52.180:6688/live/zb.php?token=ZY-df720hVx23F3D1TSpKL11EqH00Jo3vBYlQ6PWyH8wWBXoUuNpmYLZnj8xAlR36o%2BBadh/aU&zy.m3u8
秦腔频道,http://110.42.52.180:6688/live/zb.php?token=ZY-8643FOBObh53y1ARThN0Bpj375D2kjZjhAgSZx0Z7HLSzFBvigiFrL0aOa247/lPOAMdCM4&zy.m3u8
乐家购物,http://110.42.52.180:6688/live/zb.php?token=ZY-0deaN4HT697TFx8uARA7/4juF4B55frN6yfTgq06FihnMsmhbRlTJffX1chknMpXKed/XGk&zy.m3u8
移动电视,http://110.42.52.180:6688/live/zb.php?token=ZY-81f1ab9ciwgtRDjcVWmUuRReQ4E6voL04fgDNAZOpVAZVmON4fqI9vhO0GVZTDEX5dNzQgQ&zy.m3u8
陕西银龄频道,http://110.42.52.180:6688/live/zb.php?token=ZY-01cd5NMI4mVQx3p3loWCMLYe0Rdrn9QxiCYocLakwlw6%2B4FfBWOCFJZnN5tDwoQoGpzvfkYbfA&zy.m3u8
陕西都市青春频道,http://110.42.52.180:6688/live/zb.php?token=ZY-83f5aHe/DIJPoAgrqQkyIuBoci4vnQL0f%2BAWkgMDMfWBfBWes3Dq5GgU%2B/4LcZaoAIo9bmtSy7Vs&zy.m3u8
陕西秦腔频道,http://110.42.52.180:6688/live/zb.php?token=ZY-171461xF9U/bH8LuSr2X4L9Rj0%2BmDzG8zxVN7dJ7v/3nduCD5JzseuSb6q4BNgTYQDxC6od4CA&zy.m3u8
陕西新闻资讯频道,http://110.42.52.180:6688/live/zb.php?token=ZY-d62dCWbnf9GLa9R9zUwBWv2folbw6N7SM%2Bdt8A9BBQTLmc5ea6KPkcYMNI25ExERMQIBoX3y595N&zy.m3u8
陕西体育休闲频道,http://110.42.52.180:6688/live/zb.php?token=ZY-da31aNINXLhb9BlTJOSQC6ZLB/ljCAKSvU1SLR8dQJjkK78p0iuYw8xAENmvfSj18Jf3zjLY5OPl&zy.m3u8

甘肃文化影视,http://110.42.52.180:6688/live/zb.php?token=ZY-892a3Foi/Q4W2pKzijSE61Ni/RttmncSKRudLim/SN7w6ZVqeRaZNBpUSfnUIQBE3eZp/p6tzQ&zy.m3u8
甘肃公共应急,http://110.42.52.180:6688/live/zb.php?token=ZY-bc9fQ8B7fBMmxnwoC5sw3JCZC4Yk/k6e9FthawcYG/6D%2BRSWeMuq6QUgnUFJCynWTz15mXErEQ&zy.m3u8
甘肃少儿频道,http://110.42.52.180:6688/live/zb.php?token=ZY-effaqwWdD6AVLv8JS2pHbusf7yZ3ZyFHFCkxiI1LJi4qnYJ3PuxwNv5EKKBm/xpoM9u8zPhXcw&zy.m3u8
甘肃科教频道,http://110.42.52.180:6688/live/zb.php?token=ZY-e518fKjLMoV2VG3ZKMLc1LYrbByBXPzVU8/JY90MoBI6AGuCbg7OhZXMh4KUcj6BBCFzgn2Ayg&zy.m3u8
甘肃移动电视,http://110.42.52.180:6688/live/zb.php?token=ZY-582eEPE/DTjaJFJpgbml8TFyDf3WObOLE2318T9hzWhF1C9iGsyI19dEj1HBn/0g%2BOGj2lbyww&zy.m3u8
甘肃证券服务,http://110.42.52.180:6688/live/zb.php?token=ZY-8baeBm7t1A8Bd0PKKk1VFYyIKsmyTUyaLWNnG0PyxXmBmuSM%2BGD7fbwSiyggSfqQmYtwX182Bw&zy.m3u8

耿马综合,http://110.42.52.180:6688/live/zb.php?token=ZY-07e6MlSp/imqpFF9Ek2XPy5NQ%2B%2BBwZ10CKHTo67bSWO8bBUlfrQXzfl%2Buc6LYs8tCgdBkJM&zy.m3u8
龙陵综合,http://110.42.52.180:6688/live/zb.php?token=ZY-717eg16vNxh7iatnEgVQLf3ERK3m%2BbuPmsQG%2B1Sj4VbzD%2BHGTWcBRxYNKNhBdXlIj87wl%2Bw&zy.m3u8
隆阳综合,http://110.42.52.180:6688/live/zb.php?token=ZY-190dR6k3TjC9iiQaYZrkXhZQjIvx8wfhy1uwNKUXBXtGrPjjxHwPVjv98oiEnlm98lb/pQk&zy.m3u8
玉溪新闻综合,http://110.42.52.180:6688/live/zb.php?token=ZY-bbb2Be%2BKUNqACvfGQLyABsF29u0i35TiVmrfQowdxCYtVwp9LE//OJTbZA3dbyFXn/Vqgzc&zy.m3u8
玉溪社会与法,http://110.42.52.180:6688/live/zb.php?token=ZY-b569HTI8DTNijH/z/9mynBnN7mMbRuxke2E0lBehX8mX61RCW8S5zcJjGI5UZQ/iAnamhkQ&zy.m3u8
文山综合频道,http://110.42.52.180:6688/live/zb.php?token=ZY-fbaaSzWUmmPO8NDI2T5P2mPF/3Alxx%2B%2B/icfglWnxe5HCmBWNkyxdxfNAZqJS6m9DpreIVNQuQ&zy.m3u8
红河综合频道,http://110.42.52.180:6688/live/zb.php?token=ZY-917c%2BcZ6X8AAfyHn6NVvL3ojtFS9NmiMi//4AK/wyP0Q%2BWHmCFHssX5kt0d3j0maSbtOniMGSA&zy.m3u8
临沧新闻综合频道,http://110.42.52.180:6688/live/zb.php?token=ZY-5ac2H26UZ9XNwrSvbkxf3k2vByxzooRoYw3cSJHIGWRq1iqIGTaGk/kY130GSe5zbTGUgp8pXr3p&zy.m3u8
大理新闻综合频道,http://110.42.52.180:6688/live/zb.php?token=ZY-6e5f07SHFMB1CpslC/Uy33n5lUKAC07%2BMTqkFU7x538EirGpYcSY43k5Bj60zVfCt40JnznZlwlm&zy.m3u8
楚雄新闻频道,http://110.42.52.180:6688/live/zb.php?token=ZY-d94a2tYNfIKSsu8OVBcOBaSidm%2BEFEPkwkxTRhR8WO3tEI%2Bw5C3p7FKpMkEc0yB3YYpiyNFEyAuZ&zy.m3u8
怒江新闻综合频道,http://110.42.52.180:6688/live/zb.php?token=ZY-5c809UlfKZV44YSVL5SxGrIFsqbdJn8zYwIHr0lE7fkfY7dH6qnSZ7MZ4HNtRQa1pXYabkb7aXFt&zy.m3u8
保山综合频道,http://110.42.52.180:6688/live/zb.php?token=ZY-84d9sZtWJ41uk28RlAJZamitakeNPKEqVJGFEtFmDqTP1V%2BGGNj2bBjxj00jyC5sDEU0loku8A&zy.m3u8
曲靖综合频道,http://110.42.52.180:6688/live/zb.php?token=ZY-911cmzevNHnFrUuRRCw2wJycLaDvCoRbvwL9CyNndRXRd2neAXcy9YBCsPzRzNP88u11i38zEA&zy.m3u8
西双版纳新闻综合频道,http://110.42.52.180:6688/live/zb.php?token=ZY-f6f07gokUue9d4UtJNkM5rOy/RHrhhFsI6vnH/WRYEjXrHCfKNm5QnNHw%2BKwZq%2B6PcblvS9r4TW%2BIfY&zy.m3u8

云南都市频道,http://110.42.52.180:6688/live/zb.php?token=ZY-abf03xVItkpbvi4SRZltyzJ5rH9WGQ%2BxdHz1e8q0f3sB5UVG/WFPsH8E6YqI3FANM4HTCCZ5/A&zy.m3u8
云南康旅频道,http://110.42.52.180:6688/live/zb.php?token=ZY-3572tfqHjTtrZ1TboFfMMN8zF4fZSUuO3zXIuBmfey7MjfGIVtqKOFeI5dm%2B5kWgBecxCNovmQ&zy.m3u8
云南娱乐频道,http://110.42.52.180:6688/live/zb.php?token=ZY-aac3mzpONflUkN/KGhLZH5dYeUhNqyZ8weDlPcdrbO2SCaVJOH%2B9kyGRvF20/Z3E6y3l3q2IIw&zy.m3u8
保山一套频道,http://110.42.52.180:6688/live/zb.php?token=ZY-d0caXTZexsO5XPrscPtleCKQ1iBhE9tASS%2Bop7uxMV91mCimgaMS9xirKkL2IrGq7LM6GV63Ww&zy.m3u8
洱源综合频道,http://110.42.52.180:6688/live/zb.php?token=ZY-d881w641N7FDEDOhXf%2BQPNaEld7/k9UhO6mvc0gc4c7OKf3wpgn8jyeumHtld7sg3cdsW7Q/0g&zy.m3u8
巍山综合频道,http://110.42.52.180:6688/live/zb.php?token=ZY-3fb42O9kVqjxK1rQdCtmWzrc/wTNbQEKaAFr2OZKQLkogRc8lj5NsGvX5MW26cO/NlZdpctgKw&zy.m3u8
云龙综合频道,http://110.42.52.180:6688/live/zb.php?token=ZY-9953Avyqa54nmkbTWYHquT5THml8ZHsECziIQnFvtwsXvwo%2BkUy7egl6FkYgwA4b9Xjkliy41w&zy.m3u8
陆良电视台,http://110.42.52.180:6688/live/zb.php?token=ZY-0b70KveCGt1YsaWDk25Xt016ViFugz8/gQ4jUd2tZ9z1d87aK7pALvmSFrL9Lyi%2BSyDq1%2Bl3&zy.m3u8
元江综合频道,http://110.42.52.180:6688/live/zb.php?token=ZY-8e0eAW4eymKt%2BkLi5Pp9wlG9FWvF83w4voD7g96mSsWcLJ0vftKxeUtlH0WptnmFoVLqEk8hKQ&zy.m3u8
红河新闻综合,http://110.42.52.180:6688/live/zb.php?token=ZY-f59ear3klC9Hf2FIOUNpzVoevbo5HVKhrI6jkjU2Ce4YKC%2BOYxwZxz2f2bi6N5yjoHY7xV6zLQ&zy.m3u8
临沧一套,http://110.42.52.180:6688/live/zb.php?token=ZY-86c1biMoyMMmbEsE/mD00m7InMIqLX0A7Gq0mBHLmOy%2BE%2Bkmg%2BLo5Xv5m0ELHpB3lqECKLw&zy.m3u8
临沧二套,http://110.42.52.180:6688/live/zb.php?token=ZY-02b0YTh0rpMo1AtROdz0X0csnlhXaU9BYEoWwvSPqyMwNAznvOBhwcc2hv7gecz/ar0ZDG4&zy.m3u8
华坪综合频道,http://110.42.52.180:6688/live/zb.php?token=ZY-06caGKlHMg8YhB/Q%2BagxgwBBoIy%2BR59OEf%2BSdvuU/EpCOSDFxxl7rqxqTyy7u8hdFFY6B9EDfA&zy.m3u8
福贡综合,http://110.42.52.180:6688/live/zb.php?token=ZY-d019I71ttFuG4UV5G3VkDclpRrXrJPseuSv5zot205qhZoEV2EhP0FkVfOPR6RbDarhJnTuV9Q&zy.m3u8
贡山综合,http://110.42.52.180:6688/live/zb.php?token=ZY-a1c3IBGtXETDvQaqNJvrXLxrK7SWkAuHC4nRPQxS30yyg3DmtJ7pp%2BnHjEhLCD1J/TN0N3E37w&zy.m3u8
沪水综合,http://110.42.52.180:6688/live/zb.php?token=ZY-0ee01ydX2cERRtzxlPKUP6Juw2QJHsfow/aNx8yRWnmaj7YB4bWktjeOm%2BGY1VvAfB6ZzndIJg&zy.m3u8
易门综合频道,http://110.42.52.180:6688/live/zb.php?token=ZY-ae60Y41KsTkzPyepIGdw4Amj7JmwZKQWmuQHBzEkTziVI/7x1ENlL11vFKYRLjhB2c09eqV/Ag&zy.m3u8
绿春综合频道,http://110.42.52.180:6688/live/zb.php?token=ZY-4ae6bwpZY33aoAPGXuw7xt8lndL7cllYHJBNcqMPkjXRuKo%2BOpG0NsRCCKIfP8W77otlVsXISg&zy.m3u8
丘北电视台,http://110.42.52.180:6688/live/zb.php?token=ZY-267btPzChM7zIPkBnv0U6U%2BLk4hlY7XnLJj7Wt7Y6boOadE7BQo1X7D%2BKyoedZNobRR3XSju&zy.m3u8
昆明教育,http://110.42.52.180:6688/live/zb.php?token=ZY-c88ff%2B/c9SSx2LxjCTxA/vNHSwBaDratsj7o2icl8IGIlLY3AmgZA2w2ndbTq6HTfaeWjE4&zy.m3u8
普洱1台,http://110.42.52.180:6688/live/zb.php?token=ZY-1175lp7rjHPHkcg6VIetnREBTEBySdpTo9botyPyBDhbBYel1BSPHKHqGziDMNgEaDPIbHs&zy.m3u8
清廉曲靖,http://110.42.52.180:6688/live/zb.php?token=ZY-4e62MR6et8aLsmePnl56BvBdNsYA2XRDkbcVGIYKudIF%2BuogmzdNzz9DmsUHcpj/ZYx%2BNzs&zy.m3u8
麻栗坡电视台,http://110.42.52.180:6688/live/zb.php?token=ZY-1d1dt1kwf97Gk0ACSHeYPRcnufGfc3p/xnrV5mT7Dbhug/LiNbxcGSEtOrKydfB5nOt4de1phw&zy.m3u8
西双版纳文化旅游,http://110.42.52.180:6688/live/zb.php?token=ZY-191dK%2B1d%2BxmJh8XC6f%2BekuTB0D0d%2ByoDZThVUzRRWnvzwP%2BQqDdOdNdoTCI%2B2u53Hr3GVzudgUmL&zy.m3u8
绥江电视台,http://110.42.52.180:6688/live/zb.php?token=ZY-7031uGpvxXxj8r963sYF4uRLqW6kHlO//Vb8nFps1BpDfShFYB4avzxvDR6J6DcsAgEmtXXezJs&zy.m3u8
迪庆综合频道,http://110.42.52.180:6688/live/zb.php?token=ZY-1d85b3HqrheTYp9IO2W7cI3Wbz6bt5NAuuG2yw86sqVP8fppkTQGohtzUS8sjCVyyWYv3xIW2A&zy.m3u8
迪庆藏语频道,http://110.42.52.180:6688/live/zb.php?token=ZY-7ef5JXMwidrdZZCXg37/Ae21XK9IrHAqpmh955x/f0D6rDkYiVxEBF35YbRFRe%2Br5vL2nPaP7w&zy.m3u8

河南都市,http://110.42.52.180:6688/live/zb.php?token=ZY-58a8VGDF9WGmWtbYfX9Du3qMO3HTt/qKWJYTeIwzo%2BgK9mK0NyS4nHoPJRjFt8Cpl4qtVKk&zy.m3u8
河南民生,http://110.42.52.180:6688/live/zb.php?token=ZY-26ddMglur5me7mTHmaRnLPE8aw4e2b4Nrns6pn9vXPQ23jNLOBSy1f4s7Y032CExdeCOc%2Bk&zy.m3u8
河南法治,http://110.42.52.180:6688/live/zb.php?token=ZY-884aMJaDqF5dr8kQfm6M%2BvKZoKMNyJvUnAub1CnekUQQSM5y3MDmvXH7La8pmuY0AeEGxSE&zy.m3u8
河南电视剧,http://110.42.52.180:6688/live/zb.php?token=ZY-b4d4ox3AquKJALShBsIJO%2BqwwmdWxqaJfJ%2BPri6ZIAKGxy8ijgh5YAR2fO66u4ThF/kEeAs0&zy.m3u8
河南新闻,http://110.42.52.180:6688/live/zb.php?token=ZY-c663tSArDqkJEThtT9UGtp1CJBI9PhWS02pD/r6GB2ZkiYWTsQZ09HPqGyFe/R86yEThlcw&zy.m3u8
欢腾购物,http://110.42.52.180:6688/live/zb.php?token=ZY-d3cectkPNZTf0vxlO%2BMqY2sIzSjkv4ERHsL0ubAW6XXuLLK9GnwUYA3jfRfpxNAu/HPdAD0&zy.m3u8
河南公共,http://110.42.52.180:6688/live/zb.php?token=ZY-2e76kibQ89vQsrItDpCqe8RjAVeta%2B008XvsSfwij9t6iX8q%2BfsYmrn5h2hMcHz4XwCPCCk&zy.m3u8
河南乡村,http://110.42.52.180:6688/live/zb.php?token=ZY-10dd8DPLBdgS1piPk171You4T%2BVix/kCkEumFa4DLC/enpb5IeC5I39PByQeEab3bZTCHKg&zy.m3u8
河南国际,http://110.42.52.180:6688/live/zb.php?token=ZY-b7bdDd0EiroQcMvX5VjnyPJgj/J4iT4lIOlDNsbqbsVakSYDKPw4gy54DQIEzsNjcH/w14s&zy.m3u8
河南梨园,http://110.42.52.180:6688/live/zb.php?token=ZY-b29eATGhhAODagsKn4juP/JU2yDr2y%2B0cGKbVCi%2BayvbUru0oVWMKiqtGdM4%2B66S8lm1QvU&zy.m3u8
文物宝库,http://110.42.52.180:6688/live/zb.php?token=ZY-9605N4VeO6FsgyHHcskNuI89vGYPk3lhPeSujyzs2WPY5uXOs4B9LKC1YiArQFk8XioAgEQ&zy.m3u8
武术世界,http://110.42.52.180:6688/live/zb.php?token=ZY-8bf3%2BD0A73VUyIfhJLDtBAGDV7eOP7ltMyUuK%2BYLld4he2HQkfukgCyivziuSmbvOLa6HRw&zy.m3u8
晴彩中原,http://110.42.52.180:6688/live/zb.php?token=ZY-6360PTdnHhvUr20q1H1t4LaU1QbkcsABiv0ignga4%2BtZg0HJqlKDTj2qLcA4HGFr/KvMziM&zy.m3u8
移动戏曲,http://110.42.52.180:6688/live/zb.php?token=ZY-6489w3WLSyS%2BER0NmoQiE1/YFtyCILmLopEn%2BNnQxRSuozQEMeuSCh7O8vIfrts5Pp5JzYc&zy.m3u8
象视界,http://110.42.52.180:6688/live/zb.php?token=ZY-2a5cnBL3ol9BqJ8o143PByqoQJxijqPulsey63/W3K0Ttd4M8CkZiomNZtZeY5lmp6TTHw&zy.m3u8
国学频道,http://110.42.52.180:6688/live/zb.php?token=ZY-46ccF8kZIwrSLLKgxKMhqWnMEJTqxjjCd5GANOwIDY21%2BlJyCv2rK0vuGDfkFCAsrVc4TuE&zy.m3u8
郑州新闻综合,http://110.42.52.180:6688/live/zb.php?token=ZY-b345b/z%2BLAGNqlbw6E4YQUjKfC22d4XFzOSwLCjDJQ6phVo0gWy8g5%2BGMfyQ7F0HuPwMoVj6Xg&zy.m3u8
开封新闻综合,http://110.42.52.180:6688/live/zb.php?token=ZY-3afe8YVyRT/V8aJBAGIWrTajSDRBGBYPvZX61omBbS29W4ZMCZMkGAfTy2iAyhd1t41GPxSZ5A&zy.m3u8
洛阳新闻综合,http://110.42.52.180:6688/live/zb.php?token=ZY-9e11sfj5kLANj/cLVgIq%2BCDYRNV8P8jmEN1Ei%2BY%2BTrxPNRq77%2B1EMIR/mWDdtKp5Gqn2Vo2pYA&zy.m3u8
平顶山新闻综合,http://110.42.52.180:6688/live/zb.php?token=ZY-cfe6ILk7qRv33cHAfs5tcoZJ2YXir/k1eLknO%2B8SRExEJpuHNSS/hCuhm/rRtjDpHF3QN/kOvtY&zy.m3u8
安阳新闻综合,http://110.42.52.180:6688/live/zb.php?token=ZY-b124f4/OwTQQk7nlI96FBT5Hcas82XO7uXiUcIWMjKnK5Gt7dIm1GBOyZNoglg6Gxk5COqI4lg&zy.m3u8
鹤壁新闻综合,http://110.42.52.180:6688/live/zb.php?token=ZY-7b6bmNIzv9kZ1P7D5ITzc7TGYMaEu04KE2zdZiiQuNeWZRZHi1xUSNrcT5W8KBHAtx2h7uNN8g&zy.m3u8
新乡新闻综合,http://110.42.52.180:6688/live/zb.php?token=ZY-aaffsjartQvVPA6HTGz%2BtyFP4tr9M7I2RhUNbueE00qDafGM11n0quqw2g4c9ZhXvOqDyirUHw&zy.m3u8
焦作新闻综合,http://110.42.52.180:6688/live/zb.php?token=ZY-089covQ5%2Bw11k274KkOtTAAWQiwxVayWoZ5AdSGOKt3RG3168NdAaJt%2BqIl1WMHfswzMJ1EFBw&zy.m3u8
濮阳新闻综合,http://110.42.52.180:6688/live/zb.php?token=ZY-fed17gjLu2hxwivn5xj1/w8AV68UoymudhCXAU0mYlryUSCU9TY6YYz/wQDKbKPdcL1qNmrnyQ&zy.m3u8
许昌新闻综合,http://110.42.52.180:6688/live/zb.php?token=ZY-ed83OkyQ5y0jCqeJbrWXEhOoPfYWfhVihMilV5xsZEjUNxH89UTsRs8uGEcbAq%2Bg44QUzImOVQ&zy.m3u8
漯河新闻综合,http://110.42.52.180:6688/live/zb.php?token=ZY-ff47ulhl%2BN3ktf0FgsSaknm34EsaZY1wsQzqZy9qRfaC/Ba6e1fMaJM9fNGrp3b8WhSawmWtYw&zy.m3u8
三门峡新闻综合,http://110.42.52.180:6688/live/zb.php?token=ZY-e276mBWJasddq5986CVl1TFI%2BqS95StRxuMUBdQhku0By5NYRNkFawVvNnby1IzKhwpznpXfFSQ&zy.m3u8
南阳新闻综合,http://110.42.52.180:6688/live/zb.php?token=ZY-3afc8He%2Bt5GCNQSRfz0fRQ4o5ue76Wq6WiNybz8mt6wErWjn0mq792k97y9MFmxRm02aXgmErA&zy.m3u8
商丘新闻综合,http://110.42.52.180:6688/live/zb.php?token=ZY-7d9evzrGb71dQ1aN/VFbzNbZ0yltPedBPTzwxNdhI3IGkdeUzQK8xe/0VqzXfhbdk4C/9isw2w&zy.m3u8
信阳新闻综合,http://110.42.52.180:6688/live/zb.php?token=ZY-976dNw61GsMK3R0YEYcSaT9DIxC91y72HKWMJbRelxW5D5MIXVZx/0SMyLv0iz/QslpHwMNtnw&zy.m3u8
周口新闻综合,http://110.42.52.180:6688/live/zb.php?token=ZY-e060vw4RhWDhfFs9DAskGQmc8/iQwdizQ0ITKpbGQ67AIxemJxCyvdDWYoNORHQmXvxdhqcriw&zy.m3u8
驻马店新闻综合,http://110.42.52.180:6688/live/zb.php?token=ZY-d346nbp7zBC0/1VZg/Cn9YTfta8YKZ/LlCWN5s5Yg1INBb7uB7j3%2BKZQUq6tmbqQUv9aUaEIhQE&zy.m3u8
济源新闻综合,http://110.42.52.180:6688/live/zb.php?token=ZY-e03dE0WHNlpuYWEt4QkYPRbC2eLfB7QZxtdU1y6S3k/r42/igz67CiBxtyDIVVFd5tcj2TW9Jg&zy.m3u8


新疆维语新闻综合,http://110.42.52.180:6688/live/zb.php?token=ZY-97f46WcgH20uZdoie0RPn7frG/ia%2BVsAeDJtaSZer14guk0Jaom8CYNCTtnEolGWdrZzI0JsDw&zy.m3u8
新疆哈语新闻综合,http://110.42.52.180:6688/live/zb.php?token=ZY-d1acpLswkKakfgrmxk8H0itxaDSyxh48/RgOYFYBnxBAU8wNO%2BihFpvMDpxio8USAqgzKIEyUA&zy.m3u8
新疆综艺,http://110.42.52.180:6688/live/zb.php?token=ZY-6fccN7rGEuZ9WD2wkhL38uqPip7Xl0%2BHox8BqLQPmVp%2BtEDuGK69/VkcUjcxvijlQ3jeZAM&zy.m3u8
新疆维语影视,http://110.42.52.180:6688/live/zb.php?token=ZY-d64a0muCJcwTueDyAuxaF3/EPo1VLHNdj9jOkiBL2Pa2m0Y6x/DrRjpigtYLzPvM6S7dquFxfQ&zy.m3u8
新疆经济生活,http://110.42.52.180:6688/live/zb.php?token=ZY-62d8lCV2dTyNGOVaOz0DaDuDsA%2BU9C0WK9B4vAtjsWBrieAWaoFGdaMnPZ9ZLYo2m6KQQp5IJA&zy.m3u8
新疆哈语综艺,http://110.42.52.180:6688/live/zb.php?token=ZY-d4315V9xubo1m/3yUi/aSgY6XQNy%2Blbmlz%2B8/HC8J7Hnyb5n0LghU4DRLOJW5huJfVWftYYBhQ&zy.m3u8
新疆维语经济生活,http://110.42.52.180:6688/live/zb.php?token=ZY-023dZPXzis9I94OjXPTS94L8qOATo/iFNjUp4oBOb%2BDxHffsejGzttFcD2/u4uTk6jW%2B1cRqwA&zy.m3u8
新疆体育健康,http://110.42.52.180:6688/live/zb.php?token=ZY-6ac7sdjUitMnF5Or%2BcumoHFLSi2MhM0ih9ujx%2BRyChL3tJLvwR2U5p1i%2B8L1gRinSy%2BR1ps&zy.m3u8
新疆信息服务,http://110.42.52.180:6688/live/zb.php?token=ZY-edact/BHiS/VP5AWOaNzbCd04FtJ8Sq9W4i4zTSaYxFcmFYgUkmbGJQVIg9rkxsv%2B7oPvST%2BSQ&zy.m3u8
新疆少儿频道,http://110.42.52.180:6688/live/zb.php?token=ZY-c36coVAVHQKCuv4EVaCrC6udmG9QPB6KmdsaxTqI8BdB9wUQDnBWNAxdpSYYM9bGuHIWZEI&zy.m3u8


吉林都市频道,http://110.42.52.180:6688/live/zb.php?token=ZY-cb66ys/piqqE00tN55msvmX6DNPS/7RNWo4jA/r8sA7wm7wrH5eJK81rsnWQwsxO/bF6awyuew&zy.m3u8
