 央视频道,#genre#
游戏风云,http://110.42.52.180:6688/live/zb.php?token=ZY-22b0cwuvH/8hFM7tTekP5ZUFQGnhhcehW4QeCEOp%2BSZYCcR790dO6q/1nDX1/%2BPKYpbCqP4&zy.m3u8
法治天地,http://110.42.52.180:6688/live/zb.php?token=ZY-cd86d3F0GpNUCPmZIwKaKHcaRIDxQSmnNWHs3ZnuFB5565MDeG2HNXBQDJfj5PcWjpHLlNA&zy.m3u8
上视东方影视,http://110.42.52.180:6688/live/zb.php?token=ZY-f6551InnzfIjCZgPPW/OYtVEWkK3TakmBPsmc8F2c7kzmX4x3Um2edcLObg5YcodwTY54DTNtA&zy.m3u8

山西经济,http://110.42.52.180:6688/live/zb.php?token=ZY-eb33rCcf541EKsdECGzfLsKS5KoykzawVoeVCkESwLwQXLTOGrcvUFn/5PBLgKtzMA0/DPs&zy.m3u8
山西影视,http://110.42.52.180:6688/live/zb.php?token=ZY-aa95BRPpSahsNKzEnS94R4WFunDuS9SjXmyJ8ObLDVANiT5m9%2BdVvZppF6t7Sn9JhfKHypw&zy.m3u8
山西社会与法治,http://110.42.52.180:6688/live/zb.php?token=ZY-a9ddj/hIUqxyDDghkkJh/19KRopLxPhCiOgDMfJnNpmTIWBjoGfdvKS5NHfq1HJL326wvy0&zy.m3u8
山西文体生活,http://110.42.52.180:6688/live/zb.php?token=ZY-db11V9r7%2B5tX/4deIdz6yvwU11NV9e2p7UKqUIeNrjarEPZIsJoPt9GKVsRkwwOVeimm7G8&zy.m3u8
山西黄河,http://110.42.52.180:6688/live/zb.php?token=ZY-5b87VM3IG9TchbuC0AgwPpamgkabp6xyN83NllXHQ7NHsxPuUMuNfRKOZ5ymTLguFYENC5c&zy.m3u8
太原新闻综合,http://110.42.52.180:6688/live/zb.php?token=ZY-ece5KTpM6/2BPUyS4n/PPuqmZz4nDqIAqFg3j8BdHfZIjmfb92FZa1vbI65nq/VBebCczYVojEkh&zy.m3u8
阳泉新闻综合,http://110.42.52.180:6688/live/zb.php?token=ZY-88ebydr3O0WEoUqmmgLEpYRNCbNb%2Br7tTgU1k92kJhkBDe1sOvJHr9Xosz9wZQtUB7AvUpnnQW/3&zy.m3u8
长治新闻综合,http://110.42.52.180:6688/live/zb.php?token=ZY-651e7QZ6Wn9BKrSdmhMvOMnoca/%2Brc2eUu/Ekenq09h436jfKHyc5jN7T0hr8PQ7sxQau3qYTPci&zy.m3u8
晋城新闻综合,http://110.42.52.180:6688/live/zb.php?token=ZY-3d67gW07MIrIen7TKy7tkfjZ7O6uei7x2xbAMMGKwe2leFP9zpjpcZplXhuevQPiKnJnDW9iBjov&zy.m3u8
朔州新闻综合,http://110.42.52.180:6688/live/zb.php?token=ZY-5ef9vM/NSWAm%2BCfXoEdy3CBUdgJNNJ1/PzXt4Yo9eryaaBt1uGEMe8EV6Fq6NKbB3r/P8LpH9VdW&zy.m3u8
晋中新闻综合,http://110.42.52.180:6688/live/zb.php?token=ZY-9dce87iG3jFQCRcN%2BlhP49/c6YSfpncMl5s7q0SINn9v6BNGl5h/AVSZdOD24cdeZ3HbdbcEWXbp&zy.m3u8
运城新闻综合,http://110.42.52.180:6688/live/zb.php?token=ZY-a4c3NLcULMcSia8Scm4Aa%2BDUnYzD4UKpais4TuEhKDe5QMdCTxMf0pf1QQ2LGrwXHP%2B6uyj6k9aL&zy.m3u8
忻州新闻综合,http://110.42.52.180:6688/live/zb.php?token=ZY-2ec6w2KRZtkkWSlW0U7ZQaOoSGj8WCllH549VMPPPDSa46S6zcBvtqjCQ3b4IFCbbYNDvAnzzw&zy.m3u8
临汾新闻综合,http://110.42.52.180:6688/live/zb.php?token=ZY-4147PPyU1jZ8K5qj1U2h/82kTxfXSmJctxMz65IZra3p24sH0Rf9AAv0jl%2BcznfQjdDNp0halDCS&zy.m3u8
吕梁新闻综合,http://110.42.52.180:6688/live/zb.php?token=ZY-6518NJg5AdrHozjyhfK5Y9FA6BUPXDOzXVymeGnUsysLdh6hp4Z/h/JeOm2r//YHP5zO2sDp/Z4F&zy.m3u8
太原经济生活,http://110.42.52.180:6688/live/zb.php?token=ZY-be92vWlaZQWkmhjLKItQq4UByPd3auSEHNKj4DwV62SmBdBJLSp3ZBCsv331xqgS29pIUGx8mQ&zy.m3u8
太原社教法制,http://110.42.52.180:6688/live/zb.php?token=ZY-55dfqqBgUOKVor31DkDPa6JqRpzCwc0t6V/FwbsLB7qVm3219TA%2B7AGIsDl3jv4FqpcGCCQogw&zy.m3u8
太原影视,http://110.42.52.180:6688/live/zb.php?token=ZY-43bbvayrp%2BXpQyWSmuIcwioKu7z21OTI8DDGorzMtHiVWlHNZD/jfQaAeKLOciquDZ2bgk2i5Q&zy.m3u8
太原文体,http://110.42.52.180:6688/live/zb.php?token=ZY-9d25fcjslMhYFZDi7bd%2Bw916k3I9Ao0VZ0S0%2BJrtE0LUw/%2B5hfPHeYiVtYBu%2BiwzUrxWfRK38A&zy.m3u8
太原佰乐购,http://110.42.52.180:6688/live/zb.php?token=ZY-a325Uo9aorVp6uaaPpCqaw0pCD6ZcjD3VToOvo5tUewCHKmVMY1pM5ByFzNgVu9lXLihn0uK&zy.m3u8
太原城市,http://110.42.52.180:6688/live/zb.php?token=ZY-4cc0Nm2PGAZDoVQUK3LkIhR3v8AGFFH6qk1BWXxAz8lORhuiqeMdhfMmCYdewU5dJ3W2sHzvCg&zy.m3u8
太原教育,http://110.42.52.180:6688/live/zb.php?token=ZY-6bd7CTlcg4fHMGI97z3KYn9NuMCbtdU2x3%2BTDftNmmmhUJVvoSs/aiAd7vQiWqFZ0aPXfaq6cA&zy.m3u8
大同新闻综合,http://110.42.52.180:6688/live/zb.php?token=ZY-91f0CNP4xYwwFZC0jOZ0qWalXNWiDhjUkTNKzwpuj9LRabBvO68weGb8Y7Vcw5znPZPQxOEBKw&zy.m3u8
大同公共频道,http://110.42.52.180:6688/live/zb.php?token=ZY-f4827yyh30ZvvW%2Bryr4w/K9UKbQWwRk8yk2G%2Bg56auC4yjWTWxycB/14bQ7700FBGC0O3HNUFPc&zy.m3u8
大同煤都生活,http://110.42.52.180:6688/live/zb.php?token=ZY-0ff2hw96FvO70lt8XkYahKeGObAxOuS6FHAej6VAyg6e7/YAuekkVcMWXJaSyD7yGtFi71nhZw&zy.m3u8

陕西新闻资讯,http://110.42.52.180:6688/live/zb.php?token=ZY-33ddY4u84t95dPibKp8O1u6LH0epIT%2B3I%2B7V6HZuvyHXF04D0iRlLxzBogHm%2BdqL%2BuDWSls&zy.m3u8
陕西都市青春,http://110.42.52.180:6688/live/zb.php?token=ZY-25dfCdfN6qlWgSesJYyK/Y0t%2BdXPdRCqhOd42H3yEMpYP2P74cE/ZyeMns9wp2Vptzl4n78&zy.m3u8
银龄频道,http://110.42.52.180:6688/live/zb.php?token=ZY-c6cbIxhKTmetJDpseXEIOblfQch615h4qISnynX2W3rs857kyZT5jn3J%2BJzSuXTymfL5J28&zy.m3u8
秦腔频道,http://110.42.52.180:6688/live/zb.php?token=ZY-774aURcJgXxHQYuPqZjf585fSE39iQKrg7PEZg4muWg%2Bp4nLjPC9lsw56%2B%2BsAumnUO8CdR8&zy.m3u8
乐家购物,http://110.42.52.180:6688/live/zb.php?token=ZY-a8d241EK/FzuEj3eDTn16XKEhMBIW0cZQn4FoKG0IQxNV0pot85szEpwdN%2BVXQWc0qtb0o4&zy.m3u8
移动电视,http://110.42.52.180:6688/live/zb.php?token=ZY-1ac7kv/%2BiSDvG1/686dGuJTgJvVv9MOFqI3eCUDdS9YPHAenWQY/8P3IdlqvDgycViXfS%2BA&zy.m3u8
陕西银龄频道,http://110.42.52.180:6688/live/zb.php?token=ZY-eaa0FTzQbEti/Prp8UEmEQ1MvCXxMI9l48a0JgbeysOTu2zRtDKsLlNw2SQEG72BSlomifyx7w&zy.m3u8
陕西都市青春频道,http://110.42.52.180:6688/live/zb.php?token=ZY-afd7t8HAU0NckWMfSrCw6K6FW3b8yFSspk6XQeT1y80RBLS4aSEABBWx9RxBpU8sVLYzqGjxR4jL&zy.m3u8
陕西秦腔频道,http://110.42.52.180:6688/live/zb.php?token=ZY-66832P0C8empnMbJuwCbROwxriYSYYJTLmr2Dwc8AZ5lIYoTWSexAWUPoObc7zhFrjfa3F/XKg&zy.m3u8
陕西新闻资讯频道,http://110.42.52.180:6688/live/zb.php?token=ZY-381chxSK2VKAWSOnrQWOmoxR/H2q9joAMSEVnrWV52IDTn3mMcLD8gxwtxGH4EGUbluRsWXZEkn1&zy.m3u8
陕西体育休闲频道,http://110.42.52.180:6688/live/zb.php?token=ZY-9956VrT33N7ptxA55Pjil7uVHcxWnTMjftCJ4X/6NzYr/pdGDOMHs%2BCWzPFarKE3aw3KPuE9jPFr&zy.m3u8

甘肃文化影视,http://110.42.52.180:6688/live/zb.php?token=ZY-5fcaBY8LuBWutpjMFgA%2BKJdMwLS/kBB0/kzb9Iv8af0gHjj8NNpyOdkWsubHS4OnT35HXKpMSQ&zy.m3u8
甘肃公共应急,http://110.42.52.180:6688/live/zb.php?token=ZY-a309cSY01SR0BpTeOe5cozPN8GN528Xq2OQoPnLKu9q1JE3/AT5ss7k8C1JfMc875Gnroxlyqw&zy.m3u8
甘肃少儿频道,http://110.42.52.180:6688/live/zb.php?token=ZY-5d54douTAWOOo%2BkCkk0/xlUeZ7G%2Bxour50NlDo8gTWGyfjLjWqmoKDOpri59h3wOpyMd4oI3Pg&zy.m3u8
甘肃科教频道,http://110.42.52.180:6688/live/zb.php?token=ZY-89bbD5pZgovQggHATMr/1Khf/0AO9qfuUhwVOtfSelXm2vA7TUImCPLW1A48pfk77B2uTbNtYA&zy.m3u8
甘肃移动电视,http://110.42.52.180:6688/live/zb.php?token=ZY-a6feayTD/BXeLq2yc1MapFUQm82AklRVUqZNnaEgCuI%2BEYyGMJ9yXemkde7k/DUkzK4tp3kFGA&zy.m3u8
甘肃证券服务,http://110.42.52.180:6688/live/zb.php?token=ZY-e488W5H73cqJIH1yAeXc7wYXVhIsnh3kaT74Ap6cBbxdqcLS4NQPs%2BzsaGqkTR11a%2Bn7foH%2BIw&zy.m3u8

耿马综合,http://110.42.52.180:6688/live/zb.php?token=ZY-a3abk3TbeytIeDGJ9eadFp/qa8GlpgO4bUguvNCjsxQeUpvp59ddaYIodBQA9hlC%2B5JOo2w&zy.m3u8
龙陵综合,http://110.42.52.180:6688/live/zb.php?token=ZY-2b1cgBycRUt2S50YwWL60smi4mnjPl7tFaNZFSJw0ORY2vJiJ%2B5XIJ4kJBifB7fZ470yRfs&zy.m3u8
隆阳综合,http://110.42.52.180:6688/live/zb.php?token=ZY-9f34I9ZNYBxIt4YR4woSa2cBehk4wYg4HsEVuWtYp5DctTGANEInEwvr%2BSgOp9SdvFzkzgE&zy.m3u8
玉溪新闻综合,http://110.42.52.180:6688/live/zb.php?token=ZY-57d9bQGzRwJ9ef6j2jPbimqIsJGZtZ6bPxdyyWf9DHI1FOJm/h3NDRxsPfDQ1PYy2Lgak3I&zy.m3u8
玉溪社会与法,http://110.42.52.180:6688/live/zb.php?token=ZY-b119Qh1otn56KCn7Lm5mTmGVMfucyrkq5tXGsGwMOK/NgYjrEk/E5rCC%2BBeAfO5/Dy4CECs&zy.m3u8
文山综合频道,http://110.42.52.180:6688/live/zb.php?token=ZY-e357gtsRC7beDsLV99n6xPFNJ/7BA00xkKFd7JBXWXA/TYNub3T7EF93pKgrVVD7kBqmlUy7lQ&zy.m3u8
红河综合频道,http://110.42.52.180:6688/live/zb.php?token=ZY-350cdECBQhpxsNoxOBRxAU5owM/ePTY4STU1uqD5EkNGaaqTgGwbnoJvV8sQ79Wwj4/VhzSBNQ&zy.m3u8
临沧新闻综合频道,http://110.42.52.180:6688/live/zb.php?token=ZY-e3748F2JIJ3PXTOTcQC9ih4hf/0H0zeSx%2B92XfYBbVTTDdRoPwu1RPZiViiho8qeAx86Cs64p0Q4&zy.m3u8
昭通综合频道,http://110.42.52.180:6688/live/zb.php?token=ZY-5663ShyUaTPUWZtltxS55UxyiJrXqPsB4s3UG5EdehmqHa5A40ky3uUReWCW4%2BEoZxnSlAElFQ&zy.m3u8
大理新闻综合频道,http://110.42.52.180:6688/live/zb.php?token=ZY-228abT5Wh/ILGQLgGKsi%2BP7pT8cxXw5mAX5fbvQTnI23dEi7ljhbb91e9Mwvix2a%2B0aStpphTtOB&zy.m3u8
楚雄新闻频道,http://110.42.52.180:6688/live/zb.php?token=ZY-7933WZyhbXszZJj95yGaTCUdpdR44%2BKEIkdTn6U3PZosbEQdeUvde%2BnMs4ST22th0ixftsV81q4T&zy.m3u8
怒江新闻综合频道,http://110.42.52.180:6688/live/zb.php?token=ZY-2260ZBE1RwTmXq50Sr025O7%2BaWTw4I2ZqBQ4y2hCeBPWgeOqjbhvVdwQcOK83Moj0%2BREbFpbogYF&zy.m3u8
保山综合频道,http://110.42.52.180:6688/live/zb.php?token=ZY-81409QM3ETf86EYaz54GaUKKvtdtiVOAdcqdwAZKjRtQjZBMNbYfXC59GUHC074biqwW9BNp2w&zy.m3u8
曲靖综合频道,http://110.42.52.180:6688/live/zb.php?token=ZY-ea6dIP0r5lnZOUcALruAm4z2kjNh%2BnCi5g0ugT%2B4lqzcuOOEU3j5FCx4x5wFyuPKrWMx1xT/sA&zy.m3u8
西双版纳新闻综合频道,http://110.42.52.180:6688/live/zb.php?token=ZY-4751hrfmH1RalTIh%2BqDOFELjPpuyn8oaa2avuj4AmAWsVoKRn69/rELoHGzXl93%2B%2B8aqj8Ie/c5hyY4&zy.m3u8

云南都市频道,http://110.42.52.180:6688/live/zb.php?token=ZY-0dbcjbHHFiTdGrUlE7BjuyUc19HQ09ueV7gWhAcc6/LZBP5slJqvAM5slaQ4Ev7MUPl9ucgRAg&zy.m3u8
云南康旅频道,http://110.42.52.180:6688/live/zb.php?token=ZY-7fdfn1Ijq4OKW6lGFZ2x1dRYOS/5KrGcJbfoA1fjxZKcgjdCfUWLZULnEg/J2gv801wCX1gYxA&zy.m3u8
云南娱乐频道,http://110.42.52.180:6688/live/zb.php?token=ZY-6410GD07yHAPXieBWdZXsLV3p4FKZQO/1PwmhfV1fVGJh9sftXUYVa7/pIc3rm1isoWkwDQByg&zy.m3u8
保山一套频道,http://110.42.52.180:6688/live/zb.php?token=ZY-7dd0vf0yqCcq81idtXE90p9AoaU1BPiByKVFCtMECELF1c0mDcAVbRpIV7CLJNAst7YgBQutVw&zy.m3u8
洱源综合频道,http://110.42.52.180:6688/live/zb.php?token=ZY-1d40GifUZjinLBHGm5IN9xFSnO8ICQPvSaiJoXPZWWB1PjvKjknARkREzdhaaeDN31D9eQ%2BMIw&zy.m3u8
巍山综合频道,http://110.42.52.180:6688/live/zb.php?token=ZY-21daYIIZLGyuGcp8Xc0fXhpJErpSP6itieCbQuT94%2BD%2BeDXigCbCe2GXixNOOtTwQ5HH3Ykw2Q&zy.m3u8
云龙综合频道,http://110.42.52.180:6688/live/zb.php?token=ZY-d0a3vksQe73WDT3a/l4%2BgMUSKdGbft0cfQa2nKEwbZnPdwm8dDQBIeVv2X6fM57lNVV0epStnw&zy.m3u8
陆良电视台,http://110.42.52.180:6688/live/zb.php?token=ZY-18a3azPSnj7ODO7Vt6Y8aVnrArS%2BYGr2xMp4Kwj4khwsSpwcEaAo8Dli5%2BHUoC7sWYBp7miR&zy.m3u8
元江综合频道,http://110.42.52.180:6688/live/zb.php?token=ZY-8184QHcg3FrEg8VrzvFdWotBustH4EXxr42tiN2u2jm0hS8PYewwz3qgOPJ%2B7YQU3HK0jP5yAQ&zy.m3u8
红河新闻综合,http://110.42.52.180:6688/live/zb.php?token=ZY-85a3RRsOa%2BI5TeUHdzgZW/o4bBWNjmqvE38tdGicWoWI9qAOziAntcF4YhLZcJMkaT9d5GhSzQ&zy.m3u8
临沧一套,http://110.42.52.180:6688/live/zb.php?token=ZY-70d9AgAALdOeAaAf2xsRHSS5tLHeZtgdAeDt59VImqiqklo8wcqaVQNVikR4AsDbAL2n/ys&zy.m3u8
临沧二套,http://110.42.52.180:6688/live/zb.php?token=ZY-184fYh6PEWT%2BeZG/vx44lRFDxf6dwRNdfI61pZ1LGmYKwbGjC8wJuXQffocu63P7%2BRHfvb0&zy.m3u8
华坪综合频道,http://110.42.52.180:6688/live/zb.php?token=ZY-e852hScEb0c0Lyzbhe6F0dlMxIjmnABuHa3Ano/vGi4XVDxxrfyEfHOOV4w7sfYK32lkGqTK0g&zy.m3u8
福贡综合,http://110.42.52.180:6688/live/zb.php?token=ZY-a0e4BJ2K%2B1wagSKgcpUqyQB051oEtiGrauiuawRZGc8Fq2p%2BN1fXze2lfLOs6iqYEMUQuohZOA&zy.m3u8
贡山综合,http://110.42.52.180:6688/live/zb.php?token=ZY-53edw75TN2xdlG0cfPGiQx7HwLpOgJuFaWub97U0aHScjBv3F/Bf21mvco38ceWbQ/0nYlU/pw&zy.m3u8
沪水综合,http://110.42.52.180:6688/live/zb.php?token=ZY-78a4qVuZYGfUWfyOA4WOCw%2BGDKpxgHDhvPtKk0UlP7D1oirSbmB4ZjtXJFsJHlzE/PhQKwiWGQ&zy.m3u8
易门综合频道,http://110.42.52.180:6688/live/zb.php?token=ZY-a18aCLk00MPnrmEcw6QQ1CwOzMNmOna9a9AgEv5Zata%2BPadvrE9l%2BcJTs0%2BVNO6Raf%2BcOoGQiw&zy.m3u8
绿春综合频道,http://110.42.52.180:6688/live/zb.php?token=ZY-222fuvZnA9wAIp8ZtBSJMJX3u1Jd/5JtAzQJUzjPppo2jR7oN8RIoMqpabv15Xj96iBN/I9KYQ&zy.m3u8
丘北电视台,http://110.42.52.180:6688/live/zb.php?token=ZY-bdb4O9njb0Hm1K584%2BrQ0JGPvMiYIwnBcl9N6ZJKTC/Xq9o/SExn0n99dl6VMqTL5A4F/Qw0&zy.m3u8
昆明教育,http://110.42.52.180:6688/live/zb.php?token=ZY-7661xfUy088WBUvnTd3798YT2Egi/dTjHc06FEnnMUFc6veBwQsXcDh5aTumzJTYUxTgBnQ&zy.m3u8
普洱1台,http://110.42.52.180:6688/live/zb.php?token=ZY-88d5YyoC8SFzzqMTiG4PkK03cK1FK%2BiE7n3WPJ4MYT18TK8Ox%2BYShhbmjMP%2BxoHxXT6cRM0&zy.m3u8
清廉曲靖,http://110.42.52.180:6688/live/zb.php?token=ZY-4a58/1kbLZrCUSPWDtNUzeYTC93vtLftm8cQpPQSz20ccWhsuMq7%2BYJbEJyjc3J8jnfjSY8&zy.m3u8
麻栗坡电视台,http://110.42.52.180:6688/live/zb.php?token=ZY-a667SHk9k1SI/EShX3P89D4gdkHBEyghTvFWDcte39OmQDwxMIxWpEpAfZ0Q%2BYL4Ima2d4titg&zy.m3u8
西双版纳文化旅游,http://110.42.52.180:6688/live/zb.php?token=ZY-07092KAqVuGKNWQzecTDCW99I2JdS/JgAH67Pv9rlnBEAa8gAKPpOaiKeaSVdVpzfsysttIODeAA&zy.m3u8
绥江电视台,http://110.42.52.180:6688/live/zb.php?token=ZY-cfe1lSxR4GPS15LTKwfPdpV1ChQnrSO9TdgiKg4ZfvMbdKtI5flgrbx%2BZschfSpaj7E5KgNP6Jc&zy.m3u8
迪庆综合频道,http://110.42.52.180:6688/live/zb.php?token=ZY-40fek3O1K0wFrWpICxhf9PJ1chZhcmYYeAnsTuj1mTBeWn4QWcxRCS5FZcRJYLmex7kCJHYT2w&zy.m3u8
迪庆藏语频道,http://110.42.52.180:6688/live/zb.php?token=ZY-8b76wCkuCxR2TB0n306Ar8yv1qrYWrV7%2BtOW6DWZbv3eMbIbOT4E7STRNzOJs8CxHUemwFhiZA&zy.m3u8

河南都市,http://110.42.52.180:6688/live/zb.php?token=ZY-e06fgN/4xDZM47t0QymWFypBnw5QZi5cR6pUAlbt40tizE0V%2BNcangvelnme35kKhP8bEyE&zy.m3u8
河南民生,http://110.42.52.180:6688/live/zb.php?token=ZY-f322mzKmS4iYHenUxIGewC//nN4MncI8TOznZ%2BvMqDLdpFsajBC4eGJem7lsmlPmsPR53nI&zy.m3u8
河南法治,http://110.42.52.180:6688/live/zb.php?token=ZY-156c%2BaeREIl9U7Qj27epCXn0NAaHCGmjV%2BWanO6ElGizmY08119XEXvhldZj0gWmNjfvIQ4&zy.m3u8
河南电视剧,http://110.42.52.180:6688/live/zb.php?token=ZY-5aa9o2OsVSCV9UmWLPjGXnoee9O1/46E2bB5LAIbDewi6NVuxhnNDFXXeI1Zj0AqW4nULFnG&zy.m3u8
河南新闻,http://110.42.52.180:6688/live/zb.php?token=ZY-44c3t4e8MluoJqpMPTJRyuWBtg1Z1KfUfwiFpRqjj41wiCXWzUsBBxI/3%2BMh9jJtX1RcRnU&zy.m3u8
欢腾购物,http://110.42.52.180:6688/live/zb.php?token=ZY-ba94boMs9EL7%2BoL9TdBmwYslPp4XfPmbOjF56AN2mm9vqr3pzIuWv5LmNMSg9%2BCkdGVhHbw&zy.m3u8
河南公共,http://110.42.52.180:6688/live/zb.php?token=ZY-0bb98jkQgVa3H2gQ7D4LN5p8d0Uht3%2BzEE7seSJGGSjL8z1pcMiMtoFLWeEdKiRQG4sSWl4&zy.m3u8
河南乡村,http://110.42.52.180:6688/live/zb.php?token=ZY-394aTx92ynF9EurTHMocrd6tbOd38Wr1Pi29A8QhMhcBo4gBGUKjJ6/B4D8DW%2BngrDGgwjw&zy.m3u8
河南国际,http://110.42.52.180:6688/live/zb.php?token=ZY-86b8Nx9xORNiVfBvO9aDC4FTjCBJ/V5IcTlM7QsA5nOP6s/Xlj6xo0aisCCdnjFsrdSqR%2BA&zy.m3u8
河南梨园,http://110.42.52.180:6688/live/zb.php?token=ZY-68b8KvOtte%2BeuaS/I9GHdurZA8%2B8g9oq2g5UGf4AM7YRGK0HN9/NMUIZncLSNoCM8X5sanU&zy.m3u8
文物宝库,http://110.42.52.180:6688/live/zb.php?token=ZY-0eb9Ml7g3PtEKsiN7K02mWvweun7hAo27JqzOfyRR6Q/e/7wtaEV93siNKIvK9HtRS5u0gk&zy.m3u8
武术世界,http://110.42.52.180:6688/live/zb.php?token=ZY-872c2XH3hmVdKLNKmUpSnM4xyGLflHYdNtmeELaDBw79zCu6ADXG70hXZnvQe6VzQ1CMICw&zy.m3u8
晴彩中原,http://110.42.52.180:6688/live/zb.php?token=ZY-4bbetX8jz8J50ysSmS34HTvZzXjKT3viYRukD/MFiENJFMNxEM6dE0TwqwiBmasvIas0jYs&zy.m3u8
移动戏曲,http://110.42.52.180:6688/live/zb.php?token=ZY-46d8b4dm4AgMivBdm5n6zHvp4ywdZiZOcCit%2BjTLTe35WXCux4hzg28HyE4yVdSBIM%2BNqX4&zy.m3u8
象视界,http://110.42.52.180:6688/live/zb.php?token=ZY-e2a5gpQXYpYAdF3ygYxCOOOggQedEPrm/WPMpLWxv6qoNdS5Zf7kyvkl0Nv3lGQnmhL3hg&zy.m3u8
国学频道,http://110.42.52.180:6688/live/zb.php?token=ZY-e51064olO9f3y4Fo5zwyeIvC5IgV5yjzCFbCmlsX4KE/k9zv7ww3BJnnxJaAyf3qS1M%2Be0k&zy.m3u8
郑州新闻综合,http://110.42.52.180:6688/live/zb.php?token=ZY-cca5SdscHdFwaZcR/8fFK46g6NZzlqQfiutmjil31/foQYO2Gci64ctBbKlf9fsfNsO5qShBXw&zy.m3u8
开封新闻综合,http://110.42.52.180:6688/live/zb.php?token=ZY-9275cQIi/n5S6FWzESOtrJFzjJcHB3KdDnqQ%2BvO64xEyH94Pq3023aKD9C%2BMrKlpFkMTG7SYJg&zy.m3u8
洛阳新闻综合,http://110.42.52.180:6688/live/zb.php?token=ZY-d75bqJjZnDLN%2BMUSswLQgqMBJ0n7XllC8aTFferXYdVMxwpy7WzVYaWFoJ6gHa2E6Oe2lKpV3A&zy.m3u8
平顶山新闻综合,http://110.42.52.180:6688/live/zb.php?token=ZY-4ddekY8FnYedtcxZNR74EJf9a/7Kp1D06oJOqp5gih2AwU1/pbe8AV6GwFAlMYuhyC9P0TTLMfw&zy.m3u8
安阳新闻综合,http://110.42.52.180:6688/live/zb.php?token=ZY-4139Do%2BGE7%2ByiPvcmr9gACOV8LSPzHaDNz4%2B9cEqy7HdTDgJIrH7/1c90/3%2BAWeqaiQw6kBJHg&zy.m3u8
鹤壁新闻综合,http://110.42.52.180:6688/live/zb.php?token=ZY-e329PkbklA148KSnI83v2dlDY3L%2BJEAvgpkP3DUBf5BvidObkjMRpk8nfISvkOjU2LD69nhmZw&zy.m3u8
新乡新闻综合,http://110.42.52.180:6688/live/zb.php?token=ZY-e5f4LDFM5MUwZGbmPNskIZf51IwTkLmZkMa%2B0yQNiyXYrNdxGMWKtVOdHaRC/t7PztvWclLLtA&zy.m3u8
焦作新闻综合,http://110.42.52.180:6688/live/zb.php?token=ZY-0b32Xx55wrVWsm9viOWGbO/AXpt98FN5PkV%2BuBU5tpQeAiga2rbQ1TMXSE7jogDdy8iJGwh%2Big&zy.m3u8
濮阳新闻综合,http://110.42.52.180:6688/live/zb.php?token=ZY-eb26KbmRSznARhkUso7ZsokgBcv35yfIoIL7BGdSnyW3NsFWdtnxYHvtgsqCd9IXy67giGH3yQ&zy.m3u8
许昌新闻综合,http://110.42.52.180:6688/live/zb.php?token=ZY-f80eKI7pUURZOT9SByLv847i9FX%2BQmXIz3OOpaOmTeTe7MA4nF57IS8Pa3rj8eJ7h8EpAKb9%2Bg&zy.m3u8
漯河新闻综合,http://110.42.52.180:6688/live/zb.php?token=ZY-0526vnIj9GTbK7AdzatXOgPb2U3cCT89glcjU%2Br3kPC4WMZU/qvdTLrEWUgK5WqM18Ziux0hbQ&zy.m3u8
三门峡新闻综合,http://110.42.52.180:6688/live/zb.php?token=ZY-a746%2BoIBR1OK7m%2BaOjVSudOPzyQCEtB/g8zsoxWXzinT5lo5yUN2KnMnZ/o5H6TP3znMrriD5GU&zy.m3u8
南阳新闻综合,http://110.42.52.180:6688/live/zb.php?token=ZY-d93fxHMo7HgiA6EwbXOzSOK3gfUeIeMxgi8%2B0r4vqom4IJhvNOdCREeNuNGnYU%2B0g4kY1Wt4iw&zy.m3u8
商丘新闻综合,http://110.42.52.180:6688/live/zb.php?token=ZY-68dfaysjEMKjS9xIRdYBw8IqIGPUrNaUziMAFNW1h/nnEMdxgKRwZ/69Z44fgoLCyY5v29/rBg&zy.m3u8
信阳新闻综合,http://110.42.52.180:6688/live/zb.php?token=ZY-b0afQelx1qZAVjXpOUblo4LqpmRmaqOXABn9rkqQuiJW2NRP9fqqDL6/Np6CwxD9WXyjoQNmng&zy.m3u8
周口新闻综合,http://110.42.52.180:6688/live/zb.php?token=ZY-842etmZVusvebOJwqUVFcUxwR7/6mNyYawQzbqdW44KiznouET%2BP1U8nwPZkam0iCekZConb3w&zy.m3u8
驻马店新闻综合,http://110.42.52.180:6688/live/zb.php?token=ZY-ea7cQ8GbsAK7R71JiRWAOEfvnr1trh6V5WnRGdP/QwJJvUN%2BRHbofR9XDXK2tRvJbmj8s7RZyMc&zy.m3u8
济源新闻综合,http://110.42.52.180:6688/live/zb.php?token=ZY-5314SX/MiL8JqPmhDM3cmz%2BFF0GKpfi5eaHFO0IkxCHa0JsXY9B4QQ6H6er3K1eZ08ezPfeEmw&zy.m3u8

内蒙古新闻综合,http://110.42.52.180:6688/live/zb.php?token=ZY-7f97ix0QgTQNi5VV9YvEqvvvwuNgWD9L1h3SC4Ptx4JUKoOR4oy%2BRdzOhQEYtfieydLohVQirA&zy.m3u8
内蒙古经济生活,http://110.42.52.180:6688/live/zb.php?token=ZY-887aiInnd6inaaLzeO9odgi4DqMidu9pLo/x0KzhMtmkcnNZ1Gmhe84%2B36TebC2iBXFtBoOZOw&zy.m3u8
